"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"112267876",2128.01855167568,2.8692411434594,0.588551346390582,4.87509061198421,1.0875852185903e-06,0.000661144828683552
"6405",51.0467079348331,4.12359009442888,0.855035953372432,4.82270959269563,1.41621090010429e-06,0.000827752428999666
"7097",46.6245404220008,-2.75539255686202,0.577769645526499,-4.76901578024428,1.85128160022167e-06,0.00103158708877319
"3055",82.0468388357243,-4.10362870458045,0.861014364666586,-4.76603977004438,1.87882189577323e-06,0.00103158708877319
"8541",224.107951480319,1.57158068713664,0.330587097760826,4.75390811614086,1.99521742248048e-06,0.001063274837586
"653361",64.8201273989604,-3.57989577337866,0.756767066716335,-4.73051210977253,2.23954166348616e-06,0.00114582488694543
"105369543",40.9402495237197,3.97158399697318,0.840159320375801,4.7271795963612,2.27659892543934e-06,0.00114582488694543
"100505696",1297.17905042356,1.77809095445523,0.377368282466267,4.71181876450936,2.455156834947e-06,0.00117065754453697
"4886",78.6173121016879,2.98280875898433,0.632326718863378,4.71719550985604,2.39117883729999e-06,0.00117065754453697
"105378539",505.201181077777,1.66806846454,0.356875607525924,4.67408931673436,2.95260823955109e-06,0.001371751504934
"102724852",6917.88754332651,2.64426862105494,0.567803205609207,4.65701601352858,3.20825499138612e-06,0.00145325930472313
"177",297.597425647209,1.93576001587091,0.417043091530213,4.64163069760543,3.45670266129787e-06,0.00152760964683064
"60675",18.4323380505992,-7.69069588112929,1.66134367468697,-4.62920225255522,3.67077112978513e-06,0.00158358814525183
"101928762",352.596630846616,2.37315845463805,0.515947836572052,4.59960927524238,4.23284109454655e-06,0.00178360111144393
"105369250",92.8159491071563,2.50228474721857,0.547517967202908,4.57023311947538,4.87181978086999e-06,0.00197410644318241
"2012",229.473736838815,-3.11305328879719,0.681356941817321,-4.56890228562732,4.9028528033119e-06,0.00197410644318241
"283120",6493.21965935457,2.71502797495961,0.597106761711946,4.54697241608089,5.44231277351483e-06,0.002110000038724
"2256",703.985943369774,1.81600332402799,0.399492269529437,4.54577838556693,5.47326021414139e-06,0.002110000038724
"7146",208.806887119694,1.85276709842605,0.408229429116721,4.53854368714879,5.66440616050543e-06,0.00212193559411873
"22918",44.083343612535,-5.13890885136114,1.13296534394116,-4.53580409925408,5.73844274583684e-06,0.00212193559411873
"283897",19.6952869403319,-7.7867989093751,1.72178253661951,-4.52252171442245,6.11072154390621e-06,0.00221440327308073
"6688",128.941640539888,-2.9906703711552,0.662262994223133,-4.51583494358371,6.30677749413742e-06,0.00224063728267208
"23138",179.006169226819,3.3841963952423,0.752071836520084,4.49983130720775,6.80074098062891e-06,0.00235043173337319
"2114",324.78114371783,-1.34771902429985,0.299658659259955,-4.49751403022432,6.87526253484073e-06,0.00235043173337319
"2357",136.380293295674,-3.38793640723482,0.754340719289291,-4.49125484095144,7.08047697590215e-06,0.00237576226530317
"103344718",3611.84781518307,2.92299292455469,0.652990513736423,4.47631759277677,7.59414919522066e-06,0.00250178889578551
"2857",222.964378318525,2.17062258946444,0.486409729350369,4.46253941582016,8.09940238998219e-06,0.00262059056971585
"3235",40.7168397743418,3.62791601675877,0.821148597158047,4.41809926889579,9.95726888847609e-06,0.00316518868404032
"963",48.6303513473288,-3.98200841010438,0.905426561425063,-4.39793637579733,1.09285002964415e-05,0.00341402580812454
"4889",40.221433286607,2.74783937270073,0.626256654968532,4.38772083442179,1.14544667376883e-05,0.00341698494112528
"64581",23.9127324486348,-3.81627344979415,0.869947270590751,-4.38678708331673,1.1503729864156e-05,0.00341698494112528
"489",631.224798345628,2.55084271757573,0.581227978133501,4.38871288640863,1.14023484144812e-05,0.00341698494112528
"1590",71.1330215864647,2.69939193250417,0.616308742058728,4.3799345170524,1.18714977920777e-05,0.00346934949184927
"4778",27.6943618762309,-4.68849197153968,1.07516686206103,-4.36071100866348,1.29640495231815e-05,0.00372850179857977
"23615",120.100090736125,2.12148118109673,0.487495270864097,4.35179848480653,1.35025338851641e-05,0.00382269392914513
"3772",25.0688510880629,-4.44206897165029,1.02298314603029,-4.34226994734746,1.41018114727227e-05,0.0039309341857579
"5341",56.070502888664,-3.86070254831497,0.890112342109073,-4.33732054446885,1.44230207801095e-05,0.00395955626537583
"83593",36.2743478814053,-3.24132094918899,0.751065827299829,-4.31562831295617,1.59149573649912e-05,0.00430392705218322
"23627",91.2451829873852,2.61568935319093,0.608685682089432,4.29727432426547,1.7291115450896e-05,0.00460731942433506
"962",19.0740028812719,-5.45343536759873,1.28116454468574,-4.25662370241164,2.07537227885974e-05,0.00531959413767276
"11259",424.58971816854,-1.84982788563968,0.434300578690795,-4.2593263200708,2.05043947066665e-05,0.00531959413767276
"107987081",39.8978528611221,4.24487147418135,0.998203386115344,4.25251159555859,2.11386267405728e-05,0.00531959413767276
"150372",64.0105729778357,-3.60093915757516,0.846206730986444,-4.25538940511317,2.08685497392237e-05,0.00531959413767276
"100033819",538.978777512446,2.54072779727049,0.598345120130313,4.24625807379719,2.17370247194875e-05,0.00535517143233511
"162632",29.1362535116581,-6.59980102273579,1.55476765498763,-4.2448792921334,2.18711124230254e-05,0.00535517143233511
"197187",257.419591954011,1.80271094996359,0.425698025969346,4.2347176636741,2.28839036465817e-05,0.00552844600229885
"142678",3355.00293369045,1.48628728571772,0.351964404813637,4.22283408603408,2.41249414648895e-05,0.00560410018464528
"25893",36.8198552185411,-3.48841476299843,0.825572850551317,-4.22544753097061,2.38466384605553e-05,0.00560410018464528
"390205",35.6544335006899,2.61342200096754,0.618626192111666,4.22455763155887,2.39410581392641e-05,0.00560410018464528
